price,volume,time,buysell,ordtype,date,dollaramount
36645.20000,0.00164295,1643150336.877,buy,limit,2022-01-25 22:38:56.877000192,60.206231339999995
36641.10000,0.00875377,1643150345.1636,buy,market,2022-01-25 22:39:05.163599872,320.74776194699996
36628.90000,0.00682325,1643150355.3513,sell,market,2022-01-25 22:39:15.351300096,249.92814192500003
36631.60000,0.00645316,1643150360.9544,buy,limit,2022-01-25 22:39:20.954400000,236.389575856
36629.00000,1.00000000,1643150365.9615,buy,limit,2022-01-25 22:39:25.961499904,36629.0
36629.40000,0.00228097,1643150368.5761,buy,limit,2022-01-25 22:39:28.576100096,83.55056251799999
36623.80000,0.00200000,1643150381.9993,buy,limit,2022-01-25 22:39:41.999300096,73.2476
36624.30000,0.00014875,1643150405.8714,buy,market,2022-01-25 22:40:05.871400192,5.447864625000001
36624.30000,0.00666572,1643150405.8728,buy,market,2022-01-25 22:40:05.872800000,244.12732899600002
36624.20000,0.10000000,1643150410.8889,sell,market,2022-01-25 22:40:10.888900096,3662.42
36624.30000,0.00010000,1643150419.6509,buy,market,2022-01-25 22:40:19.650899968,3.6624300000000005
36624.30000,0.00387693,1643150424.289,buy,limit,2022-01-25 22:40:24.288999936,141.989847399
36624.30000,0.00016560,1643150431.563,buy,market,2022-01-25 22:40:31.563000064,6.06498408
36624.30000,0.00258247,1643150451.7995,buy,limit,2022-01-25 22:40:51.799500032,94.581156021
36624.30000,0.00116042,1643150456.0389,buy,limit,2022-01-25 22:40:56.038899968,42.499570206
36624.30000,0.17039234,1643150456.0406,buy,limit,2022-01-25 22:40:56.040600064,6240.500177862001
36624.30000,0.28000000,1643150456.7717,buy,limit,2022-01-25 22:40:56.771699968,10254.804000000002
36624.30000,0.00252961,1643150460.9121,buy,limit,2022-01-25 22:41:00.912100096,92.645195523
36624.30000,0.00202818,1643150461.1669,buy,limit,2022-01-25 22:41:01.166899968,74.28067277400001
36624.30000,0.00200501,1643150461.2119,buy,limit,2022-01-25 22:41:01.211899904,73.43208774300001
36624.30000,0.00233130,1643150461.2133,buy,limit,2022-01-25 22:41:01.213299968,85.38223059
36642.10000,0.02994032,1643150461.2149,buy,limit,2022-01-25 22:41:01.214899968,1097.0761994719999
36651.60000,0.00418582,1643150463.4478,buy,market,2022-01-25 22:41:03.447799808,153.417000312
36665.00000,0.00488324,1643150463.4494,buy,market,2022-01-25 22:41:03.449400064,179.0439946
36664.90000,0.29264771,1643150465.6321,sell,limit,2022-01-25 22:41:05.632100096,10729.899022379
36665.00000,0.00059708,1643150468.1326,buy,limit,2022-01-25 22:41:08.132600064,21.891938200000002
36665.00000,0.00025206,1643150474.2269,buy,limit,2022-01-25 22:41:14.226900224,9.241779900000001
36665.00000,0.00399066,1643150478.2213,buy,limit,2022-01-25 22:41:18.221299968,146.3175489
36664.90000,0.00014501,1643150485.218,sell,limit,2022-01-25 22:41:25.217999872,5.316777149
36665.00000,0.00200934,1643150494.5533,buy,limit,2022-01-25 22:41:34.553299968,73.6724511
36680.90000,0.00085352,1643150494.5545,buy,limit,2022-01-25 22:41:34.554500096,31.307881768
36688.00000,0.00025380,1643150496.0238,buy,limit,2022-01-25 22:41:36.023799808,9.3114144
36688.00000,0.01266830,1643150496.0255,buy,limit,2022-01-25 22:41:36.025500160,464.7745904
36689.00000,0.00691569,1643150503.169,buy,market,2022-01-25 22:41:43.168999936,253.72975041
36689.10000,0.04100000,1643150507.5847,sell,limit,2022-01-25 22:41:47.584700160,1504.2531
36689.10000,0.00049679,1643150507.702,sell,limit,2022-01-25 22:41:47.701999872,18.226777989
36689.20000,0.00262784,1643150521.8621,buy,limit,2022-01-25 22:42:01.862099968,96.413347328
36689.20000,0.07792392,1643150521.8634,buy,limit,2022-01-25 22:42:01.863399936,2858.9662856639998
36689.20000,0.00004000,1643150521.8648,buy,limit,2022-01-25 22:42:01.864800000,1.467568
36689.20000,0.00003608,1643150521.8658,buy,limit,2022-01-25 22:42:01.865799936,1.323746336
36689.20000,0.05199815,1643150521.8667,buy,limit,2022-01-25 22:42:01.866700032,1907.77052498
36689.20000,0.00153153,1643150522.4755,buy,limit,2022-01-25 22:42:02.475500032,56.19061047599999
36671.80000,0.00400000,1643150551.0039,buy,market,2022-01-25 22:42:31.003900160,146.68720000000002
36671.60000,0.05300000,1643150553.1722,buy,market,2022-01-25 22:42:33.172199936,1943.5947999999999
36671.30000,0.00359400,1643150554.8831,buy,market,2022-01-25 22:42:34.883100160,131.7966522
36671.30000,0.00623911,1643150554.8841,buy,market,2022-01-25 22:42:34.884099840,228.796274543
36671.30000,0.00216689,1643150554.8853,buy,market,2022-01-25 22:42:34.885299968,79.462673257
36671.30000,0.01100000,1643150556.5836,buy,market,2022-01-25 22:42:36.583600128,403.3843
36671.30000,0.01100000,1643150559.8936,buy,market,2022-01-25 22:42:39.893600000,403.3843
36671.30000,0.00800000,1643150561.3893,buy,market,2022-01-25 22:42:41.389300224,293.3704
36671.30000,0.00500000,1643150564.1983,buy,market,2022-01-25 22:42:44.198299904,183.3565
36671.30000,0.00995890,1643150584.6553,buy,market,2022-01-25 22:43:04.655299840,365.20580957000004
36671.30000,0.00250000,1643150632.5223,buy,market,2022-01-25 22:43:52.522299904,91.67825
36671.30000,0.01327580,1643150639.8242,buy,limit,2022-01-25 22:43:59.824199936,486.8408445400001
36671.30000,0.00363001,1643150646.7956,buy,market,2022-01-25 22:44:06.795599872,133.117185713
36671.30000,0.00112251,1643150658.8441,buy,limit,2022-01-25 22:44:18.844100096,41.163900963
36671.30000,0.00014389,1643150662.5967,buy,limit,2022-01-25 22:44:22.596699904,5.276633357000001
36671.30000,0.00049290,1643150672.8199,buy,limit,2022-01-25 22:44:32.819900160,18.075283770000002
36671.30000,0.00250000,1643150675.1461,buy,market,2022-01-25 22:44:35.146099968,91.67825
36671.30000,0.00336796,1643150684.4942,buy,market,2022-01-25 22:44:44.494200064,123.50747154800001
36671.20000,0.00231913,1643150699.0187,sell,limit,2022-01-25 22:44:59.018699776,85.045280056
36671.20000,0.00015540,1643150699.0206,sell,limit,2022-01-25 22:44:59.020600064,5.69870448
36665.00000,0.00045483,1643150703.4854,buy,market,2022-01-25 22:45:03.485400064,16.676341949999998
36664.90000,0.00367496,1643150704.7094,sell,limit,2022-01-25 22:45:04.709400064,134.74204090400002
36650.10000,0.00003907,1643150707.4188,buy,limit,2022-01-25 22:45:07.418800128,1.4319194069999999
36670.90000,0.00924925,1643150731.8149,buy,limit,2022-01-25 22:45:31.814899968,339.178321825
36669.50000,0.00010000,1643150737.0095,buy,market,2022-01-25 22:45:37.009499904,3.6669500000000004
36671.30000,0.00096216,1643150754.2101,buy,market,2022-01-25 22:45:54.210099968,35.283658008
36671.30000,0.03648039,1643150764.4584,buy,market,2022-01-25 22:46:04.458400000,1337.7833258070002
36671.30000,0.03202745,1643150772.2738,buy,market,2022-01-25 22:46:12.273799936,1174.4882271850001
36671.30000,0.01636576,1643150772.2766,buy,market,2022-01-25 22:46:12.276599808,600.1536946880001
36671.30000,0.00030766,1643150772.278,buy,market,2022-01-25 22:46:12.278000128,11.282292158000002
36671.30000,0.00060097,1643150772.2795,buy,market,2022-01-25 22:46:12.279500032,22.038351161000005
36683.10000,0.14646140,1643150772.2809,buy,market,2022-01-25 22:46:12.280900096,5372.658182339999
36683.10000,0.14018025,1643150772.2821,buy,market,2022-01-25 22:46:12.282099968,5142.246128775
36683.20000,0.54169408,1643150772.2835,buy,market,2022-01-25 22:46:12.283500032,19871.072275455997
36686.60000,0.14632558,1643150772.2846,buy,market,2022-01-25 22:46:12.284600064,5368.188023228
36687.80000,0.97603685,1643150772.2856,buy,market,2022-01-25 22:46:12.285600000,35808.64474543
36687.70000,0.00174898,1643150784.1804,sell,market,2022-01-25 22:46:24.180399872,64.166053546
36688.00000,0.00250000,1643150786.0719,buy,market,2022-01-25 22:46:26.071899904,91.72
36688.50000,0.00013059,1643150793.7969,buy,limit,2022-01-25 22:46:33.796900096,4.791151215
36688.50000,0.00000771,1643150796.0045,buy,limit,2022-01-25 22:46:36.004499968,0.282868335
36689.20000,0.01425032,1643150796.0064,buy,limit,2022-01-25 22:46:36.006400000,522.832840544
36689.20000,0.01400000,1643150796.0076,buy,limit,2022-01-25 22:46:36.007600128,513.6487999999999
36695.10000,0.10000000,1643150796.0088,buy,limit,2022-01-25 22:46:36.008800000,3669.51
36695.20000,0.09610446,1643150796.0097,buy,limit,2022-01-25 22:46:36.009700096,3526.5723805919997
36695.20000,0.20563751,1643150796.0115,buy,limit,2022-01-25 22:46:36.011499776,7545.909556952
36692.10000,0.00210089,1643150797.2755,sell,limit,2022-01-25 22:46:37.275500032,77.08606596899999
36688.40000,0.00416825,1643150805.762,sell,market,2022-01-25 22:46:45.762000128,152.9264233
36680.00000,0.00183175,1643150805.7635,sell,market,2022-01-25 22:46:45.763500032,67.18859
36677.50000,0.00144218,1643150808.3539,sell,limit,2022-01-25 22:46:48.353900032,52.89555695
36681.70000,0.00267496,1643150810.2675,buy,market,2022-01-25 22:46:50.267500032,98.122080232
36686.10000,0.00018939,1643150832.4907,buy,limit,2022-01-25 22:47:12.490700032,6.947980479
36696.50000,0.13665845,1643150832.4921,buy,limit,2022-01-25 22:47:12.492100096,5014.886810425
36699.80000,0.07744117,1643150832.4935,buy,limit,2022-01-25 22:47:12.493499904,2842.0754507660004
36699.90000,0.58303477,1643150832.4944,buy,limit,2022-01-25 22:47:12.494400000,21397.317755523003
36699.90000,0.14344084,1643150832.4961,buy,limit,2022-01-25 22:47:12.496099840,5264.264483915999
36700.00000,0.05923538,1643150832.4974,buy,limit,2022-01-25 22:47:12.497400064,2173.938446
36709.70000,0.00147596,1643150866.5649,buy,market,2022-01-25 22:47:46.564899840,54.18204881199999
36709.70000,0.00149162,1643150897.954,buy,market,2022-01-25 22:48:17.953999872,54.75692271399999
36709.70000,0.00010652,1643150922.9422,buy,limit,2022-01-25 22:48:42.942200064,3.910317244
36709.60000,0.00300000,1643150926.8888,sell,market,2022-01-25 22:48:46.888800000,110.1288
36709.60000,0.00059656,1643150926.8901,sell,market,2022-01-25 22:48:46.890099968,21.899478975999997
36709.60000,0.00020000,1643150926.8911,sell,market,2022-01-25 22:48:46.891099904,7.34192
36709.50000,0.00020000,1643150926.893,sell,market,2022-01-25 22:48:46.892999936,7.341900000000001
36695.10000,0.03626535,1643150926.8943,sell,market,2022-01-25 22:48:46.894299904,1330.760644785
36685.80000,0.00013000,1643150940.669,sell,market,2022-01-25 22:49:00.668999936,4.769154
36679.80000,0.00686670,1643150958.8645,buy,limit,2022-01-25 22:49:18.864499968,251.86918266
36685.60000,0.00115967,1643150968.4917,buy,market,2022-01-25 22:49:28.491699968,42.543189751999996
36685.60000,0.00126096,1643150985.1123,buy,market,2022-01-25 22:49:45.112300032,46.259074176
36685.60000,0.01860115,1643150992.0451,buy,limit,2022-01-25 22:49:52.045100032,682.3943484399999
36685.50000,0.00013786,1643150992.6174,sell,limit,2022-01-25 22:49:52.617399808,5.05746303
36685.50000,0.00018949,1643150992.6188,sell,limit,2022-01-25 22:49:52.618799872,6.9515353950000005
36685.50000,0.28889062,1643150992.6207,sell,limit,2022-01-25 22:49:52.620699904,10598.09684001
36685.50000,0.08896838,1643150992.624,sell,limit,2022-01-25 22:49:52.624000000,3263.84950449
36685.50000,0.08413815,1643150992.6252,sell,limit,2022-01-25 22:49:52.625200128,3086.6501018249996
36685.50000,0.11611144,1643150992.6267,sell,limit,2022-01-25 22:49:52.626700032,4259.60623212
36685.50000,0.28288856,1643150992.6295,sell,limit,2022-01-25 22:49:52.629499904,10377.90826788
36685.50000,0.00632941,1643150992.6308,sell,limit,2022-01-25 22:49:52.630800128,232.197570555
36685.50000,0.04367059,1643150992.6336,sell,limit,2022-01-25 22:49:52.633600000,1602.077429445
36685.50000,0.24554738,1643150992.6349,sell,limit,2022-01-25 22:49:52.634899968,9008.02840899
36685.60000,0.00209532,1643150994.9846,buy,limit,2022-01-25 22:49:54.984600064,76.86807139199999
36685.60000,0.08177617,1643150996.1819,buy,limit,2022-01-25 22:49:56.181900032,3000.0078621519997
36685.60000,0.00762300,1643150998.2749,buy,market,2022-01-25 22:49:58.274899968,279.6543288
36685.50000,1.00532811,1643151003.0194,sell,market,2022-01-25 22:50:03.019399936,36880.964379405
36685.60000,0.00146775,1643151005.721,buy,limit,2022-01-25 22:50:05.720999936,53.8452894
36685.60000,0.33218000,1643151007.7164,buy,limit,2022-01-25 22:50:07.716399872,12186.222607999998
36685.60000,0.00000143,1643151008.0285,buy,limit,2022-01-25 22:50:08.028499968,0.052460408
36712.50000,0.00028126,1643151009.3446,buy,market,2022-01-25 22:50:09.344600064,10.32575775
36729.60000,0.01506735,1643151009.3459,buy,market,2022-01-25 22:50:09.345900032,553.41773856
36718.10000,0.00067821,1643151016.0301,sell,limit,2022-01-25 22:50:16.030100224,24.902582601000002
36718.10000,0.09005385,1643151016.1299,sell,limit,2022-01-25 22:50:16.129900032,3306.606269685
36722.60000,0.00081859,1643151016.9642,buy,market,2022-01-25 22:50:16.964199936,30.060753134
36724.70000,0.00027259,1643151020.8358,buy,market,2022-01-25 22:50:20.835799808,10.010785972999999
36694.20000,0.10000000,1643151041.7133,buy,limit,2022-01-25 22:50:41.713299968,3669.42
36699.30000,0.08411615,1643151041.7147,buy,limit,2022-01-25 22:50:41.714700032,3087.0038236950004
36699.40000,0.18372920,1643151041.7156,buy,limit,2022-01-25 22:50:41.715600128,6742.75140248
36690.90000,0.12000000,1643151054.5559,buy,limit,2022-01-25 22:50:54.555900160,4402.908
36690.90000,0.00010000,1643151055.5238,buy,market,2022-01-25 22:50:55.523799808,3.66909
36690.30000,0.08411484,1643151060.077,buy,limit,2022-01-25 22:51:00.076999936,3086.198714052
36709.00000,0.21097958,1643151064.7066,sell,limit,2022-01-25 22:51:04.706599936,7744.84940222
36707.50000,0.00083237,1643151097.4335,buy,market,2022-01-25 22:51:37.433500160,30.554221775000002
36704.40000,0.09634902,1643151099.9712,buy,market,2022-01-25 22:51:39.971200000,3536.432969688
36700.00000,0.00190309,1643151136.6438,sell,market,2022-01-25 22:52:16.643800064,69.84340300000001
36700.10000,0.00536904,1643151150.5788,buy,limit,2022-01-25 22:52:30.578799872,197.044304904
36700.10000,0.04000000,1643151152.2895,buy,market,2022-01-25 22:52:32.289499904,1468.004
36700.10000,0.02100000,1643151153.9193,buy,market,2022-01-25 22:52:33.919300096,770.7021
36700.10000,0.05200000,1643151156.4417,buy,market,2022-01-25 22:52:36.441700096,1908.4052
36700.10000,0.02700000,1643151158.109,buy,market,2022-01-25 22:52:38.108999936,990.9027
36700.10000,0.00700000,1643151159.3414,buy,market,2022-01-25 22:52:39.341399808,256.9007
36700.00000,0.00051771,1643151162.2983,sell,limit,2022-01-25 22:52:42.298299904,18.999957
36708.20000,0.00671360,1643151169.2049,sell,limit,2022-01-25 22:52:49.204900096,246.44417152
36708.30000,0.00119040,1643151169.3982,sell,limit,2022-01-25 22:52:49.398200064,43.69756032000001
36714.20000,0.03468468,1643151170.0808,buy,limit,2022-01-25 22:52:50.080800000,1273.420278456
36714.10000,0.00023500,1643151172.7703,sell,limit,2022-01-25 22:52:52.770299904,8.6278135
36714.20000,0.00172172,1643151178.0284,buy,limit,2022-01-25 22:52:58.028399872,63.21157242399999
36718.30000,0.10000000,1643151185.6092,sell,limit,2022-01-25 22:53:05.609200128,3671.8300000000004
36717.60000,0.22862624,1643151185.6103,sell,limit,2022-01-25 22:53:05.610300160,8394.606829824
36723.20000,0.00016733,1643151189.2939,buy,limit,2022-01-25 22:53:09.293900032,6.144893056
36723.10000,0.00111581,1643151207.3338,buy,market,2022-01-25 22:53:27.333800192,40.976002211
36725.60000,0.00010000,1643151212.7747,buy,market,2022-01-25 22:53:32.774700032,3.67256
36725.60000,0.00740083,1643151219.0782,buy,market,2022-01-25 22:53:39.078200064,271.799922248
36728.90000,0.22500000,1643151233.3223,buy,market,2022-01-25 22:53:53.322299904,8264.0025
36718.60000,0.00606375,1643151292.3632,sell,market,2022-01-25 22:54:52.363200000,222.65241074999997
36718.70000,0.00104104,1643151293.7732,buy,limit,2022-01-25 22:54:53.773200128,38.225635448
36718.70000,0.00057845,1643151296.3631,buy,limit,2022-01-25 22:54:56.363100160,21.239932014999997
36718.70000,0.00137689,1643151296.3649,buy,limit,2022-01-25 22:54:56.364900096,50.55761084299999
36723.50000,0.00023298,1643151317.5337,buy,limit,2022-01-25 22:55:17.533700096,8.55584103
36723.40000,0.00223000,1643151341.703,sell,limit,2022-01-25 22:55:41.703000064,81.89318200000001
36723.50000,0.00010000,1643151343.274,buy,limit,2022-01-25 22:55:43.273999872,3.6723500000000002
36723.50000,0.00125714,1643151345.8207,buy,market,2022-01-25 22:55:45.820699904,46.16658079
36723.50000,1.00000000,1643151351.6572,buy,market,2022-01-25 22:55:51.657200128,36723.5
36723.50000,0.00050000,1643151356.7822,buy,limit,2022-01-25 22:55:56.782200064,18.36175
36723.50000,0.00010000,1643151372.9457,buy,market,2022-01-25 22:56:12.945699840,3.6723500000000002
36723.50000,0.00474983,1643151377.5294,buy,limit,2022-01-25 22:56:17.529400064,174.430382005
36723.50000,0.00268280,1643151379.5866,buy,limit,2022-01-25 22:56:19.586600192,98.5218058
36723.50000,0.46282282,1643151405.0096,buy,limit,2022-01-25 22:56:45.009600000,16996.473830270003
36723.50000,0.00402421,1643151433.845,buy,limit,2022-01-25 22:57:13.844999936,147.783075935
36723.40000,0.00261956,1643151438.5821,sell,limit,2022-01-25 22:57:18.582099968,96.199149704
36723.50000,0.00311617,1643151472.62,buy,limit,2022-01-25 22:57:52.620000000,114.436668995
36723.50000,0.01285962,1643151478.6687,buy,limit,2022-01-25 22:57:58.668699904,472.25025507000004
36723.50000,0.00014038,1643151478.6708,buy,limit,2022-01-25 22:57:58.670799872,5.15524493
36723.50000,0.00385962,1643151479.6974,buy,limit,2022-01-25 22:57:59.697400064,141.73875507
36723.50000,0.00904469,1643151479.6994,buy,limit,2022-01-25 22:57:59.699399936,332.152673215
36723.50000,0.00668657,1643151497.3115,buy,limit,2022-01-25 22:58:17.311500032,245.55425339500002
36723.50000,0.00261930,1643151505.7841,buy,market,2022-01-25 22:58:25.784100096,96.18986355000001
36723.50000,0.00010000,1643151526.9663,buy,limit,2022-01-25 22:58:46.966299904,3.6723500000000002
36723.50000,0.06800847,1643151527.7224,buy,limit,2022-01-25 22:58:47.722400000,2497.509048045
36723.50000,0.00134471,1643151530.4721,buy,market,2022-01-25 22:58:50.472100096,49.382457685
36723.50000,0.03000000,1643151542.5594,buy,limit,2022-01-25 22:59:02.559400192,1101.705
36723.50000,0.00106293,1643151543.5776,buy,market,2022-01-25 22:59:03.577600000,39.034509854999996
36723.50000,0.00501351,1643151544.8184,buy,market,2022-01-25 22:59:04.818400000,184.11363448499998
36723.50000,0.17820940,1643151544.9958,buy,limit,2022-01-25 22:59:04.995800064,6544.472900899999
36723.50000,0.00500000,1643151544.9973,buy,limit,2022-01-25 22:59:04.997299968,183.6175
36723.50000,0.00079494,1643151544.999,buy,limit,2022-01-25 22:59:04.999000064,29.192979089999998
36723.50000,0.00430758,1643151545.001,buy,limit,2022-01-25 22:59:05.000999936,158.18941413000002
36723.50000,0.00212725,1643151545.0023,buy,limit,2022-01-25 22:59:05.002299904,78.120065375
36723.50000,0.00010235,1643151545.0034,buy,limit,2022-01-25 22:59:05.003400192,3.758650225
36745.50000,0.00945848,1643151545.0043,buy,limit,2022-01-25 22:59:05.004300032,347.55657684
36755.90000,0.00045249,1643151556.4661,buy,limit,2022-01-25 22:59:16.466099968,16.631677191
36755.90000,0.00340884,1643151556.468,buy,limit,2022-01-25 22:59:16.468000000,125.294982156
36756.70000,0.00010000,1643151556.4699,buy,limit,2022-01-25 22:59:16.469899776,3.6756699999999998
36759.40000,0.00134697,1643151556.4718,buy,limit,2022-01-25 22:59:16.471800064,49.513809018
36763.90000,0.00803867,1643151556.4734,buy,limit,2022-01-25 22:59:16.473400064,295.532860013
36768.10000,0.00015793,1643151564.0538,buy,limit,2022-01-25 22:59:24.053800192,5.806786033
36773.30000,0.09984207,1643151564.0556,buy,limit,2022-01-25 22:59:24.055599872,3671.5223927310003
36773.30000,0.00015793,1643151564.1577,buy,market,2022-01-25 22:59:24.157700096,5.807607269000001
36777.00000,0.00264906,1643151564.1591,buy,market,2022-01-25 22:59:24.159100160,97.42447962
36781.50000,0.12219301,1643151564.1604,buy,market,2022-01-25 22:59:24.160399872,4494.442197315
36781.60000,0.00180618,1643151571.8212,buy,market,2022-01-25 22:59:31.821199872,66.434190288
36782.30000,0.00267657,1643151571.8224,buy,market,2022-01-25 22:59:31.822400000,98.45040071100001
36790.60000,0.06553577,1643151571.8234,buy,market,2022-01-25 22:59:31.823399936,2411.100299762
36783.50000,0.13637663,1643151590.1693,buy,limit,2022-01-25 22:59:50.169299968,5016.409769605
36789.20000,0.13654234,1643151590.1707,buy,limit,2022-01-25 22:59:50.170700032,5023.283454728
36789.20000,0.14027331,1643151590.172,buy,limit,2022-01-25 22:59:50.172000000,5160.542856252
36790.30000,0.01351342,1643151590.1732,buy,limit,2022-01-25 22:59:50.173199872,497.16277582600003
36798.00000,0.00034000,1643151606.644,buy,market,2022-01-25 23:00:06.644000000,12.511320000000001
36781.60000,0.02669395,1643151614.4173,buy,limit,2022-01-25 23:00:14.417299968,981.84619132
36779.50000,0.00053387,1643151614.7669,buy,limit,2022-01-25 23:00:14.766899968,19.635471665
36768.70000,0.00104385,1643151618.2908,buy,market,2022-01-25 23:00:18.290800128,38.381007495
36765.50000,0.00900000,1643151619.8153,sell,market,2022-01-25 23:00:19.815300096,330.8895
36738.60000,0.07597475,1643151633.3149,buy,limit,2022-01-25 23:00:33.314899968,2791.2059503499995
36765.80000,0.00022160,1643151637.7602,buy,market,2022-01-25 23:00:37.760199936,8.14730128
36750.40000,0.00464000,1643151640.2792,sell,limit,2022-01-25 23:00:40.279200000,170.521856
36749.40000,0.06000000,1643151644.0676,sell,market,2022-01-25 23:00:44.067600128,2204.964
36750.20000,0.02591592,1643151653.4225,buy,limit,2022-01-25 23:00:53.422499840,952.4152431839999
36739.60000,0.00200000,1643151658.809,sell,market,2022-01-25 23:00:58.808999936,73.47919999999999
36739.70000,0.00200000,1643151665.4986,buy,market,2022-01-25 23:01:05.498599936,73.4794
36761.60000,0.05435101,1643151665.4997,buy,market,2022-01-25 23:01:05.499699968,1998.0300892159999
36765.30000,0.00300000,1643151665.5011,buy,market,2022-01-25 23:01:05.501100032,110.29590000000002
36767.10000,0.06307641,1643151665.5023,buy,market,2022-01-25 23:01:05.502299904,2319.136674111
36767.30000,0.04561016,1643151665.5035,buy,market,2022-01-25 23:01:05.503500032,1676.962435768
36779.90000,0.22872940,1643151665.5049,buy,market,2022-01-25 23:01:05.504900096,8412.64445906
36765.10000,0.27278939,1643151665.8215,sell,limit,2022-01-25 23:01:05.821500160,10029.129202289001
36782.90000,0.03379379,1643151668.825,buy,limit,2022-01-25 23:01:08.824999936,1243.033598191
36772.20000,0.11653643,1643151674.7532,buy,limit,2022-01-25 23:01:14.753200128,4285.3009112459995
36770.30000,0.01288456,1643151678.8761,buy,limit,2022-01-25 23:01:18.876100096,473.769136568
36770.20000,0.00104385,1643151688.381,buy,market,2022-01-25 23:01:28.380999936,38.382573269999995
36768.70000,0.00010000,1643151690.7685,buy,market,2022-01-25 23:01:30.768499968,3.67687
36766.30000,0.00046100,1643151692.1926,sell,limit,2022-01-25 23:01:32.192600064,16.9492643
36765.80000,0.00025900,1643151692.1941,sell,limit,2022-01-25 23:01:32.194099968,9.5223422
36768.30000,0.00535370,1643151693.5064,buy,limit,2022-01-25 23:01:33.506400000,196.84644771000004
36766.90000,0.00172462,1643151697.9904,buy,market,2022-01-25 23:01:37.990400000,63.408931078
36765.90000,0.00261454,1643151703.7227,buy,limit,2022-01-25 23:01:43.722700032,96.125916186
36776.90000,0.02100000,1643151754.5597,buy,market,2022-01-25 23:02:34.559699968,772.3149000000001
36776.90000,0.01800000,1643151755.852,buy,market,2022-01-25 23:02:35.852000000,661.9842
36776.90000,0.00200000,1643151757.1123,buy,market,2022-01-25 23:02:37.112300032,73.55380000000001
36776.90000,0.04800000,1643151758.4234,buy,market,2022-01-25 23:02:38.423399936,1765.2912000000001
36776.90000,0.00100000,1643151759.8234,buy,market,2022-01-25 23:02:39.823399936,36.776900000000005
36777.90000,0.03300000,1643151761.2239,buy,market,2022-01-25 23:02:41.223900160,1213.6707000000001
36778.00000,0.00100000,1643151762.7473,buy,market,2022-01-25 23:02:42.747299840,36.778
